Name,Temperature,Carbon,Water,Rhodium,Iron,Atmosphere Color,Moons,Habitable
KELT-8972j,296441,High,High,High,Low,Red,4,0
Gliese 1870r,333632,Low,High,Low,Low,Yellow,6,1
LHS 9425o,335056,Low,Medium,Low,Medium,Yellow,6,1
Kepler-2239x,336820,High,Low,Low,Low,Yellow,5,1
WASP-6575d,291185,Medium,High,High,High,Red,5,0
LHS 9846t,308045,Low,High,High,Low,Red,5,1
Kepler-9726j,322017,Low,Low,Low,Low,Yellow,7,1
LHS 6745j,265341,High,Medium,High,High,Red,0,0
Kepler-4215v,325941,High,High,Medium,High,Blue,1,0
LHS 1195m,329702,Low,Low,Low,High,Yellow,6,1
K2-3285l,310037,Low,Low,Low,Low,Blue,4,1
K2-5612v,319940,High,Low,Low,Low,Yellow,6,1
K2-3127t,312932,Low,Low,Low,High,Blue,8,1
WASP-5748a,336295,Low,Medium,Low,Low,Blue,8,1
LHS 7713z,291214,Low,High,Low,Low,Yellow,5,1
WASP-1200e,294586,Low,Low,High,Low,Red,6,0
HR 6737k,325650,Medium,Low,Medium,Low,Red,1,0
TRAPPIST-2779m,318126,High,High,High,High,Red,5,0
KELT-4311t,286713,Low,Medium,High,Medium,Red,4,0
WASP-4197z,303403,High,Low,High,Low,Yellow,6,1
Kepler-2227e,314827,Low,Medium,Low,Low,Yellow,5,1
Gliese 4130b,291924,Low,Low,Low,Low,Yellow,4,1
HD 5745s,312726,Low,High,High,High,Yellow,1,0
HD 8356w,305085,Low,High,Medium,High,Red,6,1
Ross 1084u,339619,High,High,Low,Low,Yellow,4,1
Ross 5809b,329258,Low,Low,Low,Low,Red,7,1
TRAPPIST-9203w,333311,Low,Low,Low,Low,Yellow,4,1
HR 9314i,329375,Low,Medium,High,Low,Yellow,6,1
K2-1123v,325723,High,Medium,Low,Low,Yellow,8,1
WASP-5747z,278455,High,Low,High,High,Red,6,0
KELT-8913c,309328,High,Low,High,Medium,Yellow,7,0
TRAPPIST-9221s,303299,High,Low,High,High,Red,5,0
Kepler-5222x,280991,Medium,High,High,High,Red,1,0
LHS 8048s,279798,High,High,Low,High,Red,0,0
HD 3996y,302087,Medium,Low,High,High,Red,0,0
LHS 1020n,332546,Low,Low,Low,Low,Yellow,3,1
WASP-7536d,302243,Low,Medium,High,High,Yellow,4,1
Gliese 1083p,329733,Low,Medium,Low,Low,Yellow,2,1
Gliese 7823g,335146,High,High,High,High,Red,2,0
K2-3700z,317990,High,High,High,High,Yellow,3,0
Gliese 4035h,279516,High,Medium,Medium,High,Blue,5,0
Kepler-9762t,335147,Medium,Low,Low,Medium,Yellow,7,1
K2-4634l,316915,High,Medium,High,High,Red,6,0
HD 6032k,277240,High,Medium,High,Low,Red,5,0
Kepler-3241j,315448,Low,Low,Low,High,Yellow,7,1
HD 1220e,301803,Low,Low,Medium,Medium,Yellow,6,1
HD 876i,322736,Low,Low,Low,High,Yellow,4,1
WASP-5038g,312367,Medium,High,High,High,Red,8,0
K2-4197o,310912,Low,Low,High,Low,Yellow,7,1
LHS 154i,268070,Medium,High,High,High,Yellow,0,0
Ross 6775r,323006,High,Medium,Medium,Medium,Blue,4,1
K2-9713z,313797,Low,Low,Low,Low,Yellow,5,1
HR 9718q,267607,Low,Low,Low,Low,Yellow,5,1
LHS 6600k,277405,High,High,High,High,Red,0,0
Kepler-3540x,314080,High,High,High,Low,Red,3,0
WASP-7686e,310943,Low,Low,Low,Low,Red,6,1
KELT-4535q,315234,Low,Medium,Low,Low,Yellow,8,1
Gliese 7872u,281109,Low,High,High,High,Blue,5,0
K2-2834c,298995,High,Medium,High,High,Red,1,0
LHS 8616q,328279,Low,High,High,Low,Yellow,0,1
LHS 1532o,295418,High,High,Medium,High,Yellow,3,0
WASP-5369w,327283,Low,High,High,Low,Yellow,5,1
WASP-8940x,295303,High,Medium,High,Medium,Red,0,0
Ross 681o,306179,High,Low,Medium,Low,Red,6,1
LHS 5926x,266642,High,Low,High,Low,Yellow,2,0
LHS 4097x,317863,Low,Medium,Low,High,Blue,8,1
Ross 9002j,272976,High,High,Low,Medium,Red,5,0
KELT-720s,335608,Low,Low,Low,Medium,Blue,8,1
KELT-6042q,336973,High,Medium,Low,Low,Blue,8,1
WASP-9558a,299426,High,Medium,Low,High,Blue,6,0
WASP-7641p,307089,Low,High,Low,High,Yellow,4,0
TRAPPIST-3480j,303129,Low,Low,High,High,Red,2,0
K2-5040z,279866,High,Medium,High,High,Red,3,0
HR 5946m,313438,High,Medium,High,High,Red,6,0
WASP-7323x,300490,Medium,High,Low,Low,Yellow,8,1
HR 3872k,319004,High,Medium,Medium,Low,Yellow,7,1
Gliese 3510t,319528,Medium,High,High,High,Red,6,0
K2-7902w,265951,Low,High,Medium,Low,Yellow,5,1
Gliese 2850p,337139,High,Low,Medium,Medium,Yellow,5,1
Kepler-9200r,318700,High,Low,Medium,High,Yellow,1,0
Gliese 6984b,299638,Low,Medium,High,High,Yellow,5,0
HD 3134t,279108,Medium,High,High,High,Red,5,0
Kepler-7009n,329512,Low,Low,Low,Low,Yellow,7,1
LHS 4698h,335707,Low,Medium,Low,Low,Yellow,6,1
LHS 5941y,309345,Low,High,Low,Medium,Yellow,7,1
LHS 8221q,286603,High,Medium,High,High,Blue,8,0
HR 5924b,318638,Low,High,Low,Low,Blue,4,1
Kepler-1742t,307956,High,Low,Low,Low,Yellow,1,0
KELT-76f,284929,High,Low,Low,High,Red,4,0
HD 1540l,276187,High,High,Medium,Low,Yellow,3,0
KELT-1829z,321349,Low,Low,Medium,Low,Yellow,4,1
Gliese 1607v,294694,High,Low,High,High,Red,0,0
Gliese 5389v,339852,Low,Low,Low,Low,Red,6,1
WASP-1670l,330496,High,Low,High,High,Red,5,0
TRAPPIST-6949x,327327,Low,Low,Low,Low,Yellow,5,1
TRAPPIST-7569m,330446,Low,High,Low,Low,Yellow,1,1
Gliese 9648d,304666,High,High,High,High,Red,0,0
TRAPPIST-6739b,301384,Low,Medium,Low,Medium,Yellow,4,1
Kepler-7176x,318644,Low,Low,Low,Low,Yellow,4,1
Kepler-5648q,287264,High,High,High,Low,,0,0
TRAPPIST-6374u,317485,High,Low,High,High,Blue,0,0
HD 9855a,284818,High,High,Low,High,Red,6,0
Ross 8008w,295070,Low,High,High,High,,7,0
Ross 3208f,299581,High,High,High,Medium,Red,1,0
TRAPPIST-3229m,305534,Medium,Low,Low,Low,,7,1
KELT-6810z,302798,High,Low,Medium,Low,Yellow,7,1
HD 3068y,301169,High,Low,High,High,Red,0,0
WASP-2127i,296275,High,Low,High,High,,8,0
HR 1512a,326349,Medium,High,High,Low,Yellow,7,1
LHS 4613e,312846,Medium,High,Low,High,Red,3,0
Gliese 5233x,322155,Medium,Low,Low,Low,Yellow,6,1
Ross 3888i,315422,Medium,Low,High,Low,Yellow,4,1
Ross 1610i,306606,Medium,Low,Low,High,Red,4,1
HR 2686k,274385,Low,Low,Low,High,,4,1
Ross 4460t,315679,High,High,High,Low,Red,5,0
HD 1978d,266658,Low,Low,Low,Low,Yellow,5,1
Ross 754r,280393,Medium,High,High,High,Red,6,0
Ross 9457v,301704,Low,Low,Low,Low,Yellow,6,1
K2-5673t,317178,Medium,Medium,High,Low,Red,4,0
HD 617g,277993,High,High,High,Medium,Red,4,0
KELT-8135a,302949,Low,High,Low,Low,Blue,8,1
TRAPPIST-9381r,273131,Medium,High,High,High,Yellow,7,0
LHS 7091e,312942,Low,Low,Low,Low,Yellow,6,1
HR 8103m,266112,Medium,High,High,Medium,Red,8,0
HR 3552h,309915,Low,Low,Low,Low,Yellow,7,1
KELT-6289u,330237,Low,Low,Low,Low,Yellow,4,1
K2-4106x,291500,Medium,High,High,High,Red,1,0
WASP-4196w,273210,High,High,High,High,Red,6,0
TRAPPIST-8232n,265345,High,High,High,High,Blue,2,0
TRAPPIST-433s,314511,Low,Low,Low,High,Yellow,6,1
K2-8756y,307328,Low,Low,Low,High,Blue,6,1
KELT-9124l,314889,High,Low,High,High,Yellow,5,0
HR 9179m,302216,Low,Low,Low,Low,Blue,7,1
K2-7083j,290354,High,Medium,High,High,Red,4,0
Kepler-4116g,299737,Low,Medium,High,Low,Red,6,0
Ross 7174f,300094,Low,High,Medium,High,Yellow,4,1
KELT-2664k,337858,Medium,Low,Low,Low,Yellow,6,1
WASP-5931z,276656,Low,Low,High,High,,4,0
Gliese 1696y,318868,High,Low,Low,Low,Yellow,4,1
KELT-9308a,323609,Medium,Low,High,Low,Yellow,3,1
K2-4888c,318649,Low,Low,Low,Low,Yellow,6,1
Ross 8383u,312096,High,Low,High,Low,Yellow,5,1
HD 4058x,329840,Medium,Low,Low,Low,Yellow,8,1
LHS 9947q,265679,High,High,High,High,Red,5,0
K2-5276d,292557,High,High,High,Medium,,2,0
KELT-2476m,314734,Low,Low,Medium,Low,Red,2,0
Ross 2446n,269450,High,High,Low,High,Blue,5,0
K2-5044j,265995,Low,Medium,Medium,Medium,Yellow,7,1
Gliese 2462v,321705,Low,Low,High,High,Yellow,5,1
TRAPPIST-4982a,294950,Medium,High,High,High,Blue,8,0
Ross 3841z,329614,Low,Low,High,Medium,Yellow,2,1
Ross 2439b,307425,Low,Medium,Low,Low,Yellow,2,1
K2-6571s,317530,Low,Low,Low,Low,Yellow,6,1
HR 6172t,331341,High,High,High,High,Red,5,0
HD 7838f,313160,High,High,High,Low,Red,1,0
HD 7663g,275568,High,High,Medium,High,Red,5,0
HR 2902e,268839,Low,Medium,Medium,Low,Red,0,0
Gliese 7793y,292022,High,High,High,High,Red,5,0
HD 9332u,312978,Low,Low,Low,Low,Yellow,6,1
WASP-2354y,304620,Low,Low,Medium,Low,Yellow,5,1
Ross 1451y,328365,Low,Low,High,Low,Yellow,4,1
Gliese 4085c,309202,Low,Medium,Medium,Low,Blue,8,1
Ross 1667d,309388,Low,High,Low,Medium,Yellow,2,1
K2-3122d,296503,High,Low,High,Low,Red,5,0
Ross 2071h,305247,Medium,Low,High,High,Red,0,0
Gliese 1836f,337241,Medium,Low,Low,High,Yellow,5,1
HD 8347a,271809,High,Low,High,Low,Red,8,0
WASP-2464g,269602,High,High,High,High,Yellow,7,0
Ross 2485i,305129,High,Low,Low,High,Red,4,0
Kepler-1676e,313179,Low,Low,Low,Low,Yellow,6,1
HD 2173z,307570,Low,Medium,Low,Low,Yellow,0,1
WASP-7182i,339005,Low,High,High,Low,Yellow,6,1
K2-944g,317895,High,High,High,Low,,6,0
Gliese 4100i,314597,Low,High,Low,Medium,Yellow,6,1
HR 4567s,307792,Low,High,High,Medium,Red,6,0
HD 6321n,271967,High,High,Low,Low,Blue,5,0
Ross 9686h,327779,Medium,High,Low,High,Yellow,6,1
Ross 2970x,305715,High,High,Low,Low,Red,6,0
KELT-7738d,316799,Low,Low,Low,Low,Yellow,6,1
Gliese 4674p,265228,Low,High,Medium,High,Red,6,0
LHS 6458n,332574,High,Medium,High,High,Blue,3,0
Kepler-2477k,284793,High,High,Medium,High,Red,5,0
WASP-857x,315933,Medium,High,High,High,Yellow,8,0
Ross 9624z,283743,High,Medium,High,Low,Yellow,7,0
Ross 1182w,288459,High,Low,High,High,Yellow,6,0
HD 6326s,306361,Low,High,Low,Low,Red,5,1
K2-6567y,286311,Medium,High,Medium,Low,Blue,4,1
Gliese 9324s,282470,High,Medium,High,Medium,Red,5,0
WASP-6597g,300133,Medium,Low,Low,Low,Red,4,1
Ross 4300w,314057,High,High,Low,Low,Yellow,3,1
Gliese 1302h,334319,Low,Medium,Low,Medium,Yellow,7,1
Ross 4468k,314344,Low,High,Low,High,Blue,2,0
HD 5664a,304367,Low,Medium,Low,Medium,Yellow,6,1
Gliese 8929w,335914,Low,Low,Low,Medium,Yellow,0,1
KELT-4740b,305365,Low,Low,Low,Medium,Red,8,1
LHS 6078r,317578,Medium,High,Low,Medium,Yellow,1,1
TRAPPIST-5676r,311826,Low,Medium,Low,Low,Yellow,5,1
K2-4264i,282414,High,Low,Low,Low,Yellow,5,1
K2-6631s,288774,High,Low,High,High,Blue,0,0
HR 9350b,323950,Low,High,Low,Low,,6,1
HD 6642r,324889,High,Low,Medium,High,Yellow,8,1
Gliese 1260o,291868,High,Low,High,Medium,Yellow,0,0
Ross 9881e,284817,High,High,Medium,High,Blue,3,0
HD 5172v,319709,Low,Medium,High,High,Red,1,0
K2-1252j,313485,Low,Low,Low,Low,Yellow,4,1
Kepler-519s,303003,Low,Low,Low,Low,Red,6,1
K2-5218f,267837,Low,Low,High,High,Red,8,0
TRAPPIST-7379q,311947,High,High,Medium,Low,Yellow,8,1
LHS 6237m,312691,High,High,Medium,High,Red,0,0
HD 7734n,303893,Low,Low,Low,Medium,Yellow,6,1
KELT-5875g,308193,High,High,Low,Medium,Blue,4,1
Kepler-9867d,308602,High,High,Medium,Medium,Red,8,0
LHS 473a,325332,Low,Low,Low,High,Yellow,8,1
LHS 248v,280629,High,High,High,Low,Yellow,4,0
K2-3581i,285426,Low,High,Medium,Medium,Yellow,5,1
Gliese 650o,303859,High,High,Low,Medium,Red,3,0
HR 5318c,285592,Medium,Medium,High,High,Red,0,0
K2-6159v,302286,Low,Medium,High,High,Yellow,7,0
K2-2441s,306858,High,Medium,Low,Low,Yellow,5,1
Ross 7855z,283326,Medium,Low,Low,Medium,Yellow,4,0
Kepler-7800z,306362,High,Low,High,High,Red,0,0
Kepler-9407q,268677,Medium,High,High,High,Red,6,0
Kepler-2700k,312367,High,Low,Low,Low,Blue,7,1
LHS 1786i,332442,Low,High,Low,Low,Yellow,5,1
WASP-2684j,323049,Low,Low,High,Low,Red,6,1
Gliese 9121p,303532,Low,Low,High,Low,Red,8,1
LHS 82y,278342,Low,Medium,Medium,High,Blue,4,0
LHS 675q,310665,Medium,Low,Low,High,Yellow,0,0
HD 9069n,265820,High,High,High,High,Red,5,0
Gliese 8514f,274121,High,Low,High,High,Red,4,0
KELT-3758c,324680,Low,High,Low,Low,Yellow,6,1
Ross 6323k,296743,High,Low,High,High,Red,5,0
TRAPPIST-4029g,292477,Medium,High,High,High,Red,0,0
Kepler-176c,288103,Medium,Medium,High,Low,Yellow,6,0
Kepler-8690h,297685,High,High,High,High,Yellow,2,0
K2-2594v,319540,High,High,High,High,Blue,5,0
KELT-8538k,338335,Low,Low,Low,Low,Yellow,3,1
WASP-5059i,336350,Low,Low,Low,Medium,Yellow,8,1
TRAPPIST-2393q,338996,Low,Low,Low,Low,Yellow,6,1
K2-3081t,296908,Medium,Low,Medium,Low,Yellow,6,1
WASP-3106w,324870,High,Low,Low,Medium,Yellow,5,1
KELT-4847p,283858,High,Medium,Medium,High,Red,3,0
K2-5799b,280050,High,High,Medium,Low,Red,4,0
HR 2327m,309053,High,High,High,High,Blue,3,0
Kepler-7696p,290112,High,High,Medium,High,Red,8,0
Ross 7493q,334268,Low,Medium,Low,Low,Blue,6,1
K2-3623u,312487,High,Medium,High,High,Red,8,0
KELT-6679q,283951,Low,Medium,Low,Low,Yellow,5,1
Ross 7399d,313521,High,Medium,High,High,Red,6,0
WASP-9139o,296610,High,High,High,High,Blue,5,0
KELT-7221v,302168,Low,Medium,High,Low,,7,1
TRAPPIST-7883p,331470,Medium,High,Low,Low,Yellow,3,1
HR 2149l,290242,High,Medium,Low,Medium,Red,8,0
HD 3632x,309149,High,Low,High,Low,Red,4,0
HR 2573x,325827,Low,High,Low,Medium,Yellow,5,1
Gliese 1306s,337291,Low,High,Low,Low,Yellow,6,1
HR 9461i,277407,High,Low,Low,Low,Yellow,5,1
LHS 5474m,301565,Low,Low,High,Low,Yellow,6,1
TRAPPIST-2521i,295592,Low,Medium,High,High,,1,0
HD 8054d,318863,High,Low,High,Low,Yellow,6,1
K2-9825e,289219,High,Medium,Low,Medium,,1,0
LHS 8165q,329509,Low,Low,Medium,Low,Red,2,1
Ross 2067s,314316,High,High,High,High,Red,4,0
HR 4542d,336826,Low,High,Low,Low,Yellow,8,1
K2-5390h,271453,High,High,High,High,Blue,0,0
WASP-8175i,338235,Low,Medium,Low,Low,Yellow,7,1
Gliese 8392g,324272,Low,Medium,Low,Low,Yellow,4,1
WASP-2782x,317181,Medium,Low,High,Low,,6,1
HD 2510u,283269,Medium,High,High,High,Red,5,0
Ross 1590h,338241,Low,Medium,High,Low,Red,6,0
KELT-7055g,307502,High,Medium,Medium,High,Blue,5,0
HR 8122z,308489,Low,Low,Low,High,Yellow,6,1
TRAPPIST-3412t,335526,Low,Low,Low,Low,Yellow,8,1
LHS 8671p,305471,Low,High,Low,Low,Yellow,4,1
LHS 8357b,319232,Low,Low,Medium,Medium,Yellow,4,1
HD 7263c,298813,High,High,Low,High,Red,4,0
K2-1916j,319745,High,High,High,High,Yellow,8,0
Kepler-9812m,274111,Medium,Low,High,High,Red,8,0
KELT-9537h,300221,High,High,High,High,Blue,5,0
Ross 2171y,329523,Medium,High,Low,Low,Yellow,7,1
Kepler-1194g,318902,High,Medium,High,High,,4,0
Ross 8573f,313869,Low,High,Medium,Medium,Yellow,3,1
KELT-3069v,309524,Low,Medium,Low,Low,Yellow,1,1
HR 5260y,327330,Low,High,Low,Low,Yellow,4,1
Kepler-180e,335541,Low,Low,Medium,Low,Yellow,1,1
Gliese 8974k,290379,High,High,Low,Medium,Red,7,0
LHS 2161m,291110,High,High,High,High,Red,0,0
Ross 1544s,291364,High,Low,High,High,Red,2,0
LHS 2457y,334218,High,High,Low,Low,Yellow,8,1
LHS 4267u,335533,Low,Medium,Low,Low,Red,2,1
HR 1002p,323108,Low,Low,High,High,Red,6,0
K2-837g,321967,Low,High,Low,Low,Yellow,8,1
LHS 8515t,272272,High,Low,High,High,Blue,3,0
WASP-2292n,273512,High,High,Medium,High,Red,3,0
HR 9499q,318480,High,High,High,Medium,Blue,3,0
Ross 3793p,306842,High,Low,High,Medium,,0,0
Ross 2007s,279288,Medium,High,High,Medium,Red,2,0
Ross 5170y,283600,High,Low,High,Medium,Red,4,0
HD 4255c,316641,Medium,Low,Medium,Low,Yellow,7,1
Gliese 9856u,324970,High,Low,High,High,,4,0
K2-4989o,312713,High,High,Medium,High,Red,2,0
TRAPPIST-657u,312563,Low,High,Low,Low,Yellow,6,1
HD 8209u,316781,High,Low,Medium,Low,Yellow,5,1
Ross 4556q,327781,Low,Low,Medium,Low,Yellow,8,1
LHS 2971f,265038,High,Medium,High,High,Yellow,1,0
HD 6129h,286360,High,High,Low,Low,Red,4,0
WASP-9543y,308024,Medium,Medium,Low,Low,Blue,6,1
K2-4309i,323799,Low,Low,Low,Low,Yellow,4,1
WASP-5392p,308542,Low,Medium,Low,Low,Blue,5,1
TRAPPIST-8419q,338434,Medium,Low,High,Low,Yellow,6,1
HR 8016j,310463,Low,Low,Low,High,Yellow,8,1
K2-8628g,304951,Low,Low,Low,Low,Yellow,6,1
Kepler-6784p,271395,High,High,High,Medium,Red,6,0
Gliese 1365b,297778,Low,Low,High,High,Red,4,0
HD 7773d,330579,Low,Low,Low,Low,Yellow,6,1
LHS 3754i,333208,Low,Medium,Low,Low,Red,6,1
WASP-5766b,265122,High,High,High,High,Red,2,0
Gliese 222s,320636,Low,Low,High,Low,Yellow,6,1
WASP-7422q,301255,Medium,Medium,Low,Low,Blue,7,1
WASP-5870o,334224,High,High,High,High,,0,0
WASP-451p,308205,Low,Low,Low,Low,Yellow,0,1
Ross 7160p,316806,Low,Medium,Medium,Low,Yellow,8,1
WASP-3877h,305577,Medium,High,High,High,Red,4,0
HR 135w,307701,High,Low,Low,Low,Red,8,0
Kepler-342s,338796,Low,Low,Medium,Low,Yellow,5,1
KELT-3101k,303423,High,High,High,High,Red,6,0
LHS 7256y,309543,High,High,Low,High,Yellow,0,0
LHS 6418w,304667,Medium,High,High,Medium,Red,6,0
Ross 9651u,302346,High,High,High,High,Red,4,0
Ross 5634a,326169,High,High,High,High,Red,0,0
HR 2895t,339281,Medium,Medium,Low,Low,Yellow,7,1
LHS 688i,324342,Low,High,Low,High,Blue,4,0
WASP-905y,316737,Low,Medium,Medium,Low,Yellow,8,1
Kepler-3563j,332431,Low,Low,Low,Low,Yellow,0,1
Ross 5375f,310599,Low,High,High,Medium,Red,2,0
TRAPPIST-9551k,301651,Low,Low,Low,Low,Red,6,1
HD 7933p,319168,High,High,Medium,High,,1,0
Gliese 2477x,302773,Low,Low,Low,Low,Yellow,6,1
HR 2670b,296635,High,Medium,High,High,Red,4,0
HR 5849d,279556,High,High,High,High,Yellow,3,0
K2-4136d,313084,Low,Low,Low,High,Yellow,6,1
KELT-938a,306042,Low,Medium,Low,Low,Red,4,1
WASP-9984w,299678,High,High,High,High,Red,2,0
WASP-7011o,318403,Medium,High,Medium,High,Red,6,0
WASP-3168m,313064,Low,Medium,Low,Low,Yellow,4,1
Ross 7869m,309058,Low,High,Low,Low,Yellow,0,1
HR 2531v,319269,Medium,Low,Low,Medium,Blue,5,1
Kepler-2116i,267604,High,Medium,High,High,Red,3,0
K2-4220a,312506,Low,Low,High,Low,Yellow,7,1
KELT-959w,321000,Medium,Low,Low,Low,Red,2,1
K2-4589g,281256,High,High,High,High,Blue,5,0
HD 265r,329557,Low,High,Low,Low,Yellow,7,1
LHS 1430a,265176,Low,High,High,High,Red,4,0
Gliese 628i,274423,High,Low,High,High,Red,1,0
Ross 5964n,332077,Low,Low,Low,Medium,Yellow,2,1
HD 5577l,273200,High,High,High,Medium,Yellow,3,0
KELT-9543t,276520,High,High,Medium,High,Blue,5,0
HR 5306o,301377,High,High,High,Low,Blue,5,0
TRAPPIST-8820a,309906,Low,High,High,Low,Red,3,1
KELT-2008y,329786,Low,Low,High,Medium,Yellow,7,1
Kepler-5890j,312751,High,High,High,High,Red,4,0
LHS 6595z,313179,High,Low,Low,High,Yellow,5,1
LHS 4131a,322749,Medium,Medium,High,High,Red,5,0
LHS 6685o,312715,High,High,High,High,Blue,4,0
HR 4899h,289611,High,High,High,High,Red,7,0
TRAPPIST-5437u,303518,Medium,High,High,High,Red,1,0
K2-9603r,297955,Low,Low,Low,Low,Yellow,8,1
WASP-5981w,331079,Low,Medium,Low,Low,,1,1
Kepler-6299k,321305,Low,High,Medium,Low,Yellow,6,1
WASP-6181g,269958,High,Low,High,Low,Red,6,0
HD 7413j,328918,Low,Low,Low,High,Red,2,0
KELT-8065c,318974,Low,Low,Low,Low,Yellow,8,1
HD 7294w,332333,Low,Low,Low,Low,Yellow,8,1
Kepler-4942i,265184,High,High,High,Medium,Red,6,0
K2-8565c,322383,Low,High,High,High,Blue,5,0
HR 2403b,333129,Medium,Low,Low,Low,Yellow,7,1
LHS 2576p,322410,Low,Medium,Low,Low,Yellow,4,1
Gliese 8602y,327547,Low,High,Low,Low,Yellow,4,1
TRAPPIST-8685v,309733,High,High,Medium,High,Red,5,0
KELT-2998g,308259,Low,Low,Low,Low,Blue,4,1
Ross 5246l,283257,Medium,High,High,Medium,Yellow,1,0
Gliese 3958q,304230,High,Low,High,Medium,Blue,1,0
TRAPPIST-8659b,312469,Low,Low,High,Low,Red,7,1
TRAPPIST-3632u,270801,High,High,High,High,Red,2,0
Gliese 9006d,301321,High,High,High,Low,Red,5,0
Kepler-5369c,314454,Low,High,High,High,Yellow,7,1
TRAPPIST-342i,266544,Low,Medium,Low,Low,Yellow,5,1
TRAPPIST-4503u,277006,High,High,High,High,Blue,5,0
Kepler-162y,312692,High,High,High,High,Red,4,0
K2-5641a,303992,High,Medium,Medium,Medium,Yellow,2,1
WASP-8113u,308556,Low,Low,Low,Low,Yellow,4,1
HD 4336c,276621,Low,Medium,Low,High,Yellow,7,1
Ross 1539j,320882,Low,Low,High,Low,Yellow,8,1
HR 6381i,317469,Low,High,High,Low,Yellow,4,0
Ross 8604u,307473,Medium,Low,Medium,Low,Red,4,1
HD 5822y,295633,High,High,High,High,Blue,1,0
Gliese 1713u,336546,Low,High,Medium,Low,Blue,1,1
WASP-3147z,305329,High,High,Medium,Low,Yellow,0,0
WASP-8766t,289023,Low,Medium,Low,Low,,7,1
LHS 1638j,306715,High,Low,Low,Medium,Red,5,0
WASP-239h,288512,High,High,High,Medium,Blue,5,0
Gliese 6895v,318360,Low,Low,Low,Low,Yellow,7,1
Ross 3734g,311323,High,Low,High,High,Red,6,0
HR 9673o,314884,Low,Low,Low,Low,Yellow,8,1
Gliese 9014t,319053,Low,Low,High,High,Yellow,6,1
KELT-6587x,324299,Low,Medium,Low,Low,Yellow,8,1
Gliese 2512n,323157,Low,Low,Medium,Low,Yellow,7,1
HD 6281w,308828,Low,Low,Low,Low,Yellow,4,1
WASP-2762w,274586,High,Medium,High,Low,,1,0
HR 3380u,286580,Medium,High,Low,High,Red,0,0
HD 9762y,319231,Medium,Low,Low,Medium,,6,1
TRAPPIST-4037w,302215,Medium,High,High,High,Yellow,8,0
HR 5494b,270108,High,High,Medium,High,Red,4,0
LHS 7j,335483,High,Low,Low,Low,Yellow,0,1
TRAPPIST-5882e,313281,High,Medium,Low,High,Yellow,5,1
LHS 6389k,311739,High,Low,High,Low,Yellow,8,1
TRAPPIST-301r,319794,Low,Low,Low,Low,Yellow,6,1
Kepler-8921m,307165,Low,Low,High,Low,Red,6,0
K2-7347c,310160,Medium,High,Low,Low,Yellow,3,1
WASP-2909j,271963,High,High,High,Medium,Red,5,0
KELT-7144m,317710,Low,Low,Low,Low,Yellow,8,1
K2-2042c,287459,High,Low,Medium,High,Red,3,0
HD 5487h,315199,Low,Medium,Medium,Medium,Yellow,6,1
K2-5459v,289352,High,Medium,High,High,Red,4,0
HD 6027f,315685,Low,High,Low,High,Red,1,0
HD 3326i,296087,High,High,High,High,Red,6,0
Kepler-2331n,326237,Medium,Medium,High,High,Yellow,4,1
Ross 1918y,335197,Low,Low,Low,Low,Yellow,7,1
WASP-5892j,286171,High,High,High,High,Red,1,0
LHS 9564a,268878,High,Medium,Low,High,Red,8,0
HD 624z,316181,High,High,Medium,High,Red,3,0
K2-2088s,323566,Medium,Low,Low,High,Yellow,1,1
KELT-5475i,337870,Low,Medium,Medium,Low,Red,8,1
WASP-6626e,314427,Medium,High,High,High,Red,4,0
HR 7269w,272192,High,High,Low,High,Yellow,4,0
Gliese 6156x,307530,High,High,Low,Medium,Blue,7,1
Ross 5997g,283688,High,Low,High,Low,Red,4,0
TRAPPIST-8099u,295301,High,High,High,High,Red,6,0
HD 2347s,272052,High,Low,High,High,Red,5,0
KELT-968i,311996,Low,High,High,High,Red,7,0
KELT-4547l,302917,High,Low,Low,Low,Yellow,8,1
HR 1688a,336846,Low,Medium,Low,High,Yellow,6,1
K2-1827d,308553,High,Low,High,High,Blue,4,0
WASP-4911i,295043,Medium,High,High,Medium,Red,2,0
WASP-7873b,311496,Low,Low,Medium,Low,Yellow,7,1
Kepler-8444u,338942,Low,Low,Low,High,Yellow,6,1
HD 4803r,308079,High,Low,High,High,Red,8,0
TRAPPIST-3233y,309129,High,Medium,Medium,High,Red,4,0
K2-9100s,312627,High,Medium,High,High,Red,4,0
Kepler-3444n,294843,High,Low,Medium,High,Red,3,0
KELT-7057y,311396,High,High,Low,High,Red,1,0
Ross 4297a,304829,Low,Low,Low,Low,Yellow,3,1
WASP-9631d,323060,Low,Low,High,Low,Blue,0,1
Ross 330l,313230,High,High,Medium,High,Blue,3,0
HD 6946g,276138,High,Low,High,High,Red,3,0
Gliese 5342z,282520,High,High,High,High,Blue,8,0
Kepler-837j,280325,Low,Medium,High,Medium,Red,1,0
HR 5924n,322596,High,Low,Low,Low,Yellow,4,1
Kepler-3901t,316003,High,Low,Low,Low,Yellow,8,1
Gliese 7935d,316441,High,Low,Medium,High,Red,2,0
KELT-1295i,272097,High,Medium,High,High,Red,4,0
Kepler-9209r,301448,Low,High,Low,High,Red,0,0
KELT-3348x,337114,Low,Low,Low,Low,Yellow,7,1
WASP-9225o,310780,High,Medium,High,Medium,Red,6,0
