Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length
337,2.4,11.3,Blond,Broad,7.2
385,8,16.7,Light Brown,Rounded,10.5
412,7.4,15.3,Blond,Broad,11.1
332,4.4,17.4,Dark Brown,Rounded,9.9
463,1.4,8.7,Cinnamon,Pointed,11.5
287,7.6,17.8,White,Broad,9.1
236,9.7,13.9,Light Brown,Broad,6
323,4,15,Dark Brown,Broad,12
496,5.5,12.5,Black,Pointed,12
428,5.5,12.9,Blond,Pointed,5.1
417,4.8,12.3,Light Brown,Pointed,11.4
388,3.5,13,Black,Pointed,10.6
203,2.4,11.8,Blond,Rounded,7.1
486,1.4,9.9,Cinnamon,Broad,5.7
384,2.1,8.2,Cinnamon,Broad,9.6
350,1.3,8.1,Cinnamon,Pointed,9.3
330,5.7,7.5,Light Brown,Rounded,9.1
334,4.6,12.3,Light Brown,Rounded,8.4
343,3.9,9,White,Broad,7.5
376,4.9,8.6,Blond,Broad,7
350,1,9.6,Black,Broad,5.7
312,5.3,8.5,Light Brown,Rounded,5.4
339,3,12.1,Dark Brown,Broad,10.2
405,4.5,14.8,Black,Broad,6.3
392,2.1,10.3,Black,Broad,9.4
373,4.1,12.9,Cinnamon,Broad,9.1
373,4.3,13.6,Cinnamon,Pointed,11.3
242,5,17.8,White,Broad,9
259,9.2,13,,Rounded,7.3
318,6.6,12.8,,Broad,8.3
488,2.9,14.5,Black,Rounded,10.2
379,4.3,9.4,Dark Brown,Pointed,8.4
350,4.3,11.4,Cinnamon,Broad,10.1
338,9.6,16,Black,Rounded,5.5
429,3.2,12.9,Cinnamon,Pointed,9.1
432,2.8,10.3,White,Broad,9.5
415,5.6,12.2,Black,Broad,9.5
293,9.1,15.6,Dark Brown,Broad,8.3
341,9,15.4,,Rounded,9
329,4.7,11,Cinnamon,Broad,8.4
459,4.4,7.6,Black,Broad,8.5
476,5.4,16.4,Dark Brown,Rounded,7.2
395,9.6,16.3,,Broad,8.6
310,8.1,7.8,Dark Brown,Pointed,8.9
313,1.1,8.6,Cinnamon,Broad,10.2
383,8.5,17.9,Light Brown,Broad,9.9
213,3,12.5,,Rounded,9
400,5.5,15.8,Blond,Rounded,9.8
352,2.7,13,White,Broad,9.2
494,6,12,,Broad,7.6
251,6.9,10.9,Dark Brown,Rounded,8.2
445,4.7,12.2,Dark Brown,Broad,11.7
434,5.9,13.4,White,Broad,9.4
207,,13.3,Dark Brown,Rounded,7.2
330,3.5,8.7,White,Broad,6
375,3.3,10.9,Black,Broad,8.3
413,4.1,7.2,White,Rounded,11.9
288,3.3,12.7,Dark Brown,Broad,8.2
314,6.9,15.9,Light Brown,Rounded,8.8
355,3,16.9,Black,Pointed,8.6
455,5,12.8,Black,Pointed,10.9
232,4.2,10.9,Black,Rounded,7.6
304,6.3,15.3,Light Brown,Broad,5.9
217,7.6,14.4,,Rounded,9.7
336,4.2,10.9,Black,Rounded,10.1
383,4.5,15.3,Light Brown,Rounded,8.5
439,8.1,11.5,Dark Brown,Rounded,5.7
402,1.8,11.9,Black,Broad,8.1
293,6.8,11.1,,Broad,8.7
466,1,11.2,White,Pointed,10.8
311,7,13.2,Blond,Rounded,8.5
385,4.3,15.2,Cinnamon,Broad,9.6
463,4.8,17.7,Blond,Rounded,11
230,9,7.9,Blond,Broad,8
338,3.4,11.8,Black,Pointed,7.5
207,1.1,17.1,Light Brown,Rounded,6
307,6,8.5,Light Brown,Pointed,10.9
427,3.5,17.1,White,Broad,9.4
344,5.7,14.2,Light Brown,Broad,6.6
236,1.5,12.3,White,Rounded,11.8
345,3.2,7.9,Cinnamon,Pointed,8.2
328,3.2,11.1,Black,Rounded,8.3
263,1.9,13.1,Dark Brown,Rounded,7.5
418,5.1,18,Dark Brown,Pointed,11.1
364,,12,Blond,Rounded,8.4
326,9.4,15.4,Blond,Rounded,7.7
204,6.5,9.7,White,Pointed,11.5
339,5.9,12.5,Dark Brown,Broad,7.6
450,1.5,7.4,White,Broad,8.5
321,4,9.9,Cinnamon,Pointed,8.1
373,5.2,17.4,Black,Pointed,8
262,3,12.5,Black,Rounded,9.1
449,10,8.1,Black,Broad,11.3
340,4.8,17.5,White,Broad,8.6
234,6.5,13.1,Dark Brown,Rounded,5.5
201,4.5,9.5,White,Pointed,9.4
330,1.1,10.7,Cinnamon,Rounded,8.7
337,6.5,14,Blond,Broad,7.4
350,1.9,11.8,Cinnamon,Pointed,9.5
208,3.3,12,White,Pointed,8.5
427,4.2,12.2,Cinnamon,Broad,8.7
251,6.9,11.2,Black,Rounded,11.3
249,6.5,10.5,Cinnamon,Broad,8.8
298,6.7,12.6,Black,Broad,5.3
385,8.5,13.8,White,Broad,7.7
377,3,12.8,Cinnamon,Broad,11.3
427,3.5,11.7,Black,Broad,10.8
411,6.5,7.4,White,Pointed,8.1
446,3.7,12.2,Black,Pointed,9.5
261,8,17.5,,Broad,6.1
352,4.1,12.9,Black,Rounded,7.1
364,3.2,12.9,Blond,Rounded,9.5
276,1.3,17.8,Dark Brown,Rounded,10.8
319,7.1,14,Cinnamon,Rounded,9.2
311,1.8,18,Dark Brown,Pointed,7.4
229,6.5,11.6,Light Brown,Broad,10.2
329,8,10.9,Blond,Rounded,6
383,,10.1,Dark Brown,Rounded,6.1
257,7.6,8.9,Cinnamon,Pointed,11
349,7.9,13.1,Cinnamon,Rounded,9.6
324,4.4,18,Light Brown,Broad,10
334,8.3,10.8,Dark Brown,Rounded,10.1
438,3.4,15.1,Blond,Rounded,6
437,4.2,7.7,Black,Broad,8
201,5.5,12.4,Blond,Pointed,8.9
250,9.8,11.4,,Broad,9.3
467,4.2,9.2,White,Broad,11.5
339,6.9,7.2,Cinnamon,Pointed,10.9
301,1,8,White,Pointed,11
305,2.7,14.9,Blond,Pointed,8.8
327,7.4,9.1,Blond,Rounded,6.2
330,10,10.2,Cinnamon,Broad,5.1
364,4.3,7.8,White,Pointed,9.7
268,5.3,10.3,White,Rounded,6.4
349,4.4,11.7,Black,Broad,11.7
332,1.4,11.8,Black,Rounded,8.1
326,5.6,7.4,Dark Brown,Broad,7.7
407,5.5,9.9,White,Pointed,8.4
458,1,13.5,Cinnamon,Pointed,8.3
341,4.5,10,Black,Pointed,10.4
310,6.8,14.1,Dark Brown,Rounded,9.4
212,2.9,11.4,White,Broad,8.5
471,1.6,9.8,Cinnamon,Pointed,8.9
206,7.2,14.1,White,Broad,6.7
419,4.4,14.5,Black,Pointed,9.5
454,4.4,10.7,White,Pointed,8.6
492,2.6,7.9,Cinnamon,Broad,10.4
286,6.5,17.9,Cinnamon,Rounded,8.2
236,6.4,15.8,Dark Brown,Broad,5.1
455,4.5,9.7,Black,Rounded,11.1
494,5.5,11.3,Blond,Broad,9.8
214,,9.6,Light Brown,Broad,8.6
233,2.2,14.9,Black,Rounded,8.1
384,1.6,8,Black,Broad,10.9
201,3.3,8.7,Black,Broad,7.3
334,6.5,12.6,Black,Pointed,6.9
382,4.8,7.2,White,Pointed,12
315,4.6,11.9,Cinnamon,Pointed,8.3
380,2.7,17.6,Light Brown,Broad,6.9
269,8.5,14.3,Light Brown,Broad,8
303,5.3,17.7,,Rounded,8.2
350,2.2,12.9,White,Pointed,8.6
327,5.2,12.1,Black,Pointed,8.4
422,1.3,12.9,Black,Broad,11.8
390,1.7,12.2,Cinnamon,Rounded,11.5
320,1.8,7,Cinnamon,Pointed,9.2
432,3.7,8.6,Black,Broad,5.4
300,2.8,10.7,Light Brown,Broad,5.1
331,,11.2,Light Brown,Broad,6.7
450,5,15.5,Black,Broad,5
331,3.2,9.6,Black,Broad,8.7
389,2.8,13.2,Light Brown,Broad,11.9
500,3.2,10.7,White,Rounded,9.6
363,4,12.4,White,Broad,8.8
475,3.4,7.3,Cinnamon,Broad,11
428,4.9,10.2,White,Broad,11.3
459,3.8,9.5,Black,Broad,9.3
322,4.7,13.6,Dark Brown,Rounded,5
343,7.4,11.3,Black,Broad,7.3
443,6.3,12.9,White,Broad,11.9
248,6.7,15.6,Blond,Rounded,5.8
492,3.4,12.5,Cinnamon,Pointed,5.6
451,1.1,10.1,Black,Pointed,8.6
430,4.9,12.4,Blond,Rounded,9.7
220,8.7,15,Dark Brown,Rounded,8.4
242,1.3,8.8,White,Pointed,11.6
392,4.6,12.4,Blond,Pointed,9
368,2.2,8.2,Cinnamon,Rounded,11.1
335,2.3,9.4,White,Rounded,8.1
364,3.4,17.5,Light Brown,Broad,5.5
402,2.9,10.1,Black,Pointed,6.9
331,5.5,7,White,Broad,12
394,4.9,15.4,Blond,Pointed,6.3
466,2.4,9.4,Black,Pointed,8.9
326,3.9,13.8,Black,Broad,10
267,6.8,14.8,Blond,Broad,5.7
246,6.8,15.8,Dark Brown,Rounded,6.2
413,2.9,12.9,Light Brown,Pointed,9.2
323,8.9,11.5,Blond,Rounded,7.4
397,2.2,7.9,White,Broad,10.3
497,6,7.6,White,Pointed,8.4
323,2.5,10.1,Black,Pointed,8.4
275,4.1,15,,Rounded,9.8
356,2.7,10.6,Black,Broad,6.7
304,8.1,12.9,Dark Brown,Broad,5.3
230,9.5,12.3,Black,Pointed,10.6
488,9.4,13.4,Blond,Rounded,9.1
204,8.5,17.5,Dark Brown,Broad,10.2
342,1.2,18,Black,Pointed,10.6
330,6.6,11.2,Dark Brown,Pointed,8
372,5,13.4,White,Pointed,9.2
336,2.7,7.4,Black,Rounded,9.1
366,5,15.4,Dark Brown,Rounded,7
352,9.7,15.5,Blond,Broad,6.6
429,4.3,14.5,Cinnamon,Pointed,8.9
495,6.7,14.1,Dark Brown,Rounded,9.7
371,3,8.4,White,Broad,6.8
434,4.9,10.4,White,Broad,10.2
362,4.9,9.4,Cinnamon,Broad,8
418,3,9,Blond,Pointed,10.9
303,1,12.4,White,Broad,8.5
404,1.3,9.9,Blond,Broad,6.9
361,3.9,15.1,Blond,Broad,6.2
330,8.1,14.3,Light Brown,Rounded,6.4
407,4.8,15.7,Cinnamon,Broad,11.5
337,9.8,16,Black,Broad,8.4
291,6.2,14.2,Blond,Broad,6
219,3.9,13.7,Blond,Rounded,6.7
248,3.1,13.3,Light Brown,Rounded,8.8
336,9.7,16.1,Dark Brown,Pointed,7.5
439,3.6,10.4,Black,Broad,7.9
337,8.4,15.2,,Broad,9.3
464,5.3,9,Cinnamon,Pointed,8.2
390,7.2,16.1,Blond,Broad,8.3
402,6.1,11.8,,Pointed,7.2
343,4,17.4,,Broad,6
264,10,10.6,White,Broad,9.5
271,4.9,13.2,Cinnamon,Pointed,10.6
240,7.8,16.3,Blond,Pointed,5.9
321,8.1,13.1,Blond,Pointed,5.2
333,,17.4,Black,Rounded,6.9
354,5.3,17.2,Cinnamon,Rounded,8.8
233,6.7,7.8,Cinnamon,Pointed,10.4
246,4.2,16.7,Black,Pointed,8.1
425,8.4,13,White,Rounded,11.8
298,1.4,12.1,Black,Pointed,9.2
346,7.7,8.3,,Rounded,9.4
458,5.4,9.2,White,Pointed,9.4
304,4.7,9.1,White,Broad,10.9
302,5.1,12.8,Cinnamon,Pointed,9.4
306,4.7,7.7,White,Pointed,8
403,2.2,12.6,Cinnamon,Pointed,10.1
427,2.1,11.1,Black,Rounded,8.7
289,4.8,14.5,Black,Broad,9.3
397,3.1,17,Black,Pointed,11.1
227,9,11.6,Light Brown,Broad,5
411,2.9,10.8,Black,Broad,10.4
438,6.6,14.8,Black,Rounded,11.3
318,2.9,9.9,Cinnamon,Broad,11.6
276,8.4,15.7,Dark Brown,Broad,7.5
399,7.8,9.8,Cinnamon,Broad,10.3
446,5.4,9.6,Black,Pointed,9.3
313,3.6,10.8,Cinnamon,Rounded,12
334,3.5,11.3,Black,Broad,10.3
367,7.8,9.5,Black,Broad,7.6
287,6.8,13,Black,Broad,5.3
380,5.5,11,Blond,Rounded,7.1
474,7.9,12.5,Cinnamon,Pointed,11.3
490,3.6,7.1,Cinnamon,Broad,9.5
242,7.4,17.6,,Pointed,5.8
492,4.2,12.4,White,Pointed,5.5
255,7.9,8.7,Blond,Broad,9.8
383,5,13.8,Blond,Broad,11.3
451,4,12.8,Cinnamon,Pointed,11.1
335,5.6,15.1,Blond,Rounded,7.5
298,9.9,8.1,Cinnamon,Pointed,10.2
301,4.8,12.6,Black,Pointed,10.5
486,1.6,15.8,White,Pointed,10.1
458,4.1,8.8,White,Pointed,9
262,2.3,12.8,Cinnamon,Broad,8.9
382,1.6,13.4,Light Brown,Rounded,8.4
438,5.7,15.2,Black,Pointed,10.6
351,1.8,11.2,Light Brown,Pointed,5.3
327,5.9,14.2,Dark Brown,Rounded,9.7
261,5.3,10.9,Light Brown,Pointed,9.8
378,2.1,7.7,Cinnamon,Broad,10.2
452,5,17.1,White,Broad,9.5
343,7.5,9.7,Blond,Rounded,9.2
365,3.5,15.9,Dark Brown,Rounded,5
370,1.2,10.8,White,Broad,8.1
211,10,15.1,Dark Brown,Broad,10.8
227,2.4,11.1,White,Pointed,10.7
383,5.4,11.8,,Broad,8
329,3.7,17.9,White,Broad,7.9
436,4.6,9.9,White,Broad,5.3
480,9.9,10.6,White,Rounded,9.6
342,9.7,13.5,White,Rounded,5.7
362,2.5,15.5,Black,Rounded,5.6
443,5,8.2,White,Rounded,8.6
429,2.5,9.8,White,Rounded,10.1
300,8.1,7.2,Cinnamon,Pointed,7
429,5.5,9.7,White,Rounded,9
367,1.1,12.9,Cinnamon,Broad,8.2
372,3.8,9.2,Cinnamon,Broad,11.3
340,6.8,15.4,Dark Brown,Broad,7.4
369,5.4,7.2,Black,Pointed,8.7
306,9.2,13,Dark Brown,Rounded,10
383,3.5,14.1,Dark Brown,Broad,8.9
477,5,7.6,Cinnamon,Pointed,9.5
243,1.9,9.1,White,Broad,7.9
221,5.6,14.6,Dark Brown,Broad,5.9
308,1.7,9.6,Black,Pointed,11.4
337,9.1,7.3,Black,Rounded,8.2
207,1,11.7,Light Brown,Broad,5.7
281,8.1,11.1,Blond,Rounded,8.6
310,8,17.8,Blond,Rounded,10
374,4.6,12.4,Black,Broad,11.2
308,,17,,Broad,8.9
206,3.3,17,Blond,Broad,8.7
337,7.3,11.8,Black,Broad,8.1
212,5.3,9.4,Light Brown,Rounded,7.9
441,5,11.9,White,Pointed,8.4
357,9.4,13.4,Cinnamon,Broad,9.4
318,9.9,9.6,Light Brown,Broad,9.2
422,5,11.6,White,Broad,8.4
436,1.4,8.3,Black,Broad,7.9
253,5.5,11.8,Light Brown,Rounded,8.9
222,4.1,16,Blond,Rounded,9.5
203,9.2,13,Blond,Broad,8.2
333,7.6,12.6,White,Pointed,5.6
329,2,11,Blond,Pointed,8.5
362,4.2,11.5,Dark Brown,Broad,6.7
395,5.8,9.9,Blond,Rounded,7.4
484,3.8,8,Black,Pointed,8
372,,16.2,Light Brown,Rounded,10.9
358,5,15.4,White,Rounded,8
438,3.4,17.9,Black,Rounded,10.1
301,2.5,14.3,Blond,Broad,7.7
410,4.9,12.5,Dark Brown,Pointed,10
448,3.3,11,Black,Broad,8.3
312,8.1,8.8,Dark Brown,Broad,7.3
246,9.3,9.1,Light Brown,Rounded,8.1
307,4.9,7.4,Dark Brown,Broad,8.5
263,7,17.3,,Rounded,6.9
498,4.5,17.5,Dark Brown,Broad,5.6
230,6.4,17,Light Brown,Broad,9
273,4.9,8.2,,Rounded,7.8
376,9.5,16.2,Dark Brown,Rounded,8.4
340,8.6,12.4,Blond,Rounded,9.4
336,9.3,16.2,Light Brown,Rounded,10
396,6.5,11.5,Cinnamon,Pointed,10.2
362,3.4,12.9,Black,Pointed,8.7
213,4.3,11,White,Rounded,9.3
426,5.5,11.3,Dark Brown,Broad,11.5
468,9.1,13.7,Light Brown,Broad,9.9
207,4.9,12.7,Blond,Broad,5.8
369,1.2,14.6,,Rounded,6.2
362,4,16.9,Dark Brown,Broad,8
310,4.5,13.4,Blond,Rounded,6.1
358,4.9,11.5,Dark Brown,Rounded,9.1
337,8.4,8,,Rounded,9.8
294,7.2,12.2,Light Brown,Broad,7.1
214,5.2,11.9,Dark Brown,Rounded,10
381,5.1,17.2,Light Brown,Broad,5.8
295,9.6,12.2,Light Brown,Rounded,9.3
421,4.2,12.9,Light Brown,Broad,10
213,5.4,10.9,Cinnamon,Broad,8.9
232,4,17.8,Light Brown,Rounded,8.7
488,1.5,7.8,Black,Pointed,7.5
348,8.3,15.9,Dark Brown,Broad,5.1
324,9.3,14.9,Dark Brown,Rounded,11.1
346,5.2,14.3,Light Brown,Rounded,5.5
316,4.6,12.4,White,Broad,6.5
213,4.3,12.8,Dark Brown,Pointed,11
344,3.9,10.3,White,Pointed,8.3
313,7.1,15.1,,Broad,9.8
449,6.3,7.9,White,Broad,10.7
457,1.3,7.3,Light Brown,Pointed,9.3
258,3.4,11.2,Light Brown,Rounded,7.7
435,2.4,12,Black,Broad,11.7
315,8.9,11.9,Dark Brown,Broad,10
411,4.6,16.7,Black,Broad,6.3
357,1.8,8.7,Cinnamon,Pointed,11.5
402,4.5,12.5,White,Pointed,8.9
282,9.3,13.9,,Broad,9.8
216,5.5,13.4,Light Brown,Broad,6.7
497,1.9,16.3,Blond,Broad,8
200,9.1,16.7,Light Brown,Rounded,7.3
245,4.7,7.4,White,Broad,9.1
345,5.6,11.8,Cinnamon,Broad,8.4
398,7.5,8.3,Blond,Broad,6.3
322,7.1,17.2,Cinnamon,Broad,7
488,4.1,9.8,Cinnamon,Pointed,11.7
427,2.5,14.6,Cinnamon,Pointed,11
263,8.8,17.1,Light Brown,Broad,8.9
278,9.2,12,Light Brown,Broad,6.8
381,7.9,11.4,Light Brown,Rounded,7.1
400,6.2,13.1,Black,Pointed,5.7
481,6.3,10.8,Dark Brown,Broad,11.5
326,8,17.2,Blond,Rounded,5.9
277,6.4,12.7,Light Brown,Broad,10.8
473,2,7.7,Cinnamon,Pointed,12
316,3.4,10,Black,Pointed,11.1
293,8,12,Blond,Broad,8.2
456,1.1,7.8,Black,Broad,9.8
456,2.3,12.7,Black,Broad,8.7
390,3.6,17.2,Cinnamon,Broad,9.4
321,8.1,15.1,Dark Brown,Broad,7.4
211,5.3,8.9,White,Pointed,7.7
326,8.5,15.9,Black,Rounded,9.4
272,5.1,11.2,,Rounded,9.5
400,6.3,15.5,,Broad,7
344,9.5,12.8,Blond,Rounded,5.6
324,2.7,12.9,Cinnamon,Pointed,8
317,3.3,13.4,Blond,Pointed,11
220,5.5,16.5,Blond,Rounded,12
367,7.6,17.4,Blond,Broad,6
283,9.2,16,Light Brown,Broad,7.7
358,8.7,15,White,Broad,10.5
353,8.4,9.8,Dark Brown,Pointed,7.3
367,1.8,11.4,Cinnamon,Broad,8.7
408,7.4,14.4,White,Broad,9.6
203,9.6,12.5,White,Broad,8.3
407,3.4,11,Dark Brown,Broad,8.8
458,1.4,8.9,Dark Brown,Pointed,9.3
368,7.3,14.4,Blond,Broad,11.7
383,,17.2,Dark Brown,Broad,6.8
241,9.6,9.5,Dark Brown,Pointed,6.1
452,5.3,8.2,Black,Pointed,5.1
381,1.1,13.3,Light Brown,Broad,7.6
384,5.3,11.9,,Rounded,8.8
367,8.8,17.1,Light Brown,Broad,11
391,2.4,11.9,White,Pointed,11.8
262,9.7,16.1,Light Brown,Rounded,6.5
307,2.9,9.1,White,Pointed,8.9
317,3.4,7.9,Cinnamon,Pointed,8.9
475,7.5,13.6,Dark Brown,Broad,7.5
419,4.4,11.7,Blond,Pointed,8.6
355,1.8,10.9,White,Pointed,10
436,1.9,9,Black,Pointed,8.9
270,9.7,7.3,Dark Brown,Broad,9
492,7.6,14,Blond,Rounded,8.2
364,4.6,12.9,Dark Brown,Pointed,7.2
484,3.2,11.7,White,Pointed,10.3
441,6.3,13.4,Light Brown,Broad,5.4
395,2.1,8.3,Cinnamon,Broad,11.4
222,4.1,16.6,Black,Broad,9.1
395,8.9,13.2,Dark Brown,Pointed,6
230,9.2,10,Dark Brown,Broad,5.7
202,8,13.7,Light Brown,Broad,6.4
449,4.5,7.7,Cinnamon,Pointed,5.6
339,1,11.1,Black,Broad,8.3
330,3,14.9,Black,Pointed,11.7
229,5.4,13.4,Blond,Broad,7.2
257,,12.2,Dark Brown,Rounded,7.1
433,2.8,10.5,Cinnamon,Rounded,8.9
427,9,12.8,White,Pointed,8.9
486,2,11.9,Black,Broad,11.3
323,5.2,15.6,Cinnamon,Broad,9.3
351,1.8,11.7,Blond,Broad,8.5
284,8.9,14.7,,Rounded,7.7
226,6.3,8.2,Black,Pointed,11.4
279,4.7,15.3,,Broad,5.1
392,3.2,7.5,White,Broad,8.5
324,8.6,15.5,Light Brown,Rounded,6.1
368,2.8,8.5,Black,Broad,11
236,2.4,14.4,Light Brown,Rounded,9.9
280,7.4,8.8,,Rounded,10.9
459,4.1,7.1,Cinnamon,Pointed,10.1
352,7.3,8.8,Blond,Broad,9.6
500,2.2,12.3,Light Brown,Broad,9.2
350,5.1,11.6,White,Broad,11.4
221,5,16.9,White,Rounded,6.1
239,2.4,9,Blond,Pointed,5.3
216,4.3,12.1,Black,Rounded,11.9
417,1.2,17.6,White,Pointed,9.9
465,1.3,8.2,Light Brown,Pointed,8
276,9.1,17.5,Light Brown,Rounded,6.7
347,5.3,8.5,Cinnamon,Broad,10.3
201,1.9,13.4,Dark Brown,Rounded,5.6
217,4.2,18,Dark Brown,Broad,11.8
349,4.2,14.4,Cinnamon,Pointed,10.2
472,4.4,12,Light Brown,Rounded,6
449,4.5,7.2,Cinnamon,Broad,8.4
455,3.7,10.9,Cinnamon,Pointed,11
310,6.1,11,Blond,Pointed,8.7
212,8,11.6,Blond,Broad,5.4
473,4.5,17.4,Black,Broad,10.4
342,4.5,12.5,Blond,Broad,9.3
240,9.8,15,Blond,Pointed,5.4
265,8.5,11.1,White,Pointed,10.9
430,6.8,11.9,Dark Brown,Broad,9.5
358,6.1,7.9,Dark Brown,Rounded,9.1
363,2.7,10.8,Black,Broad,11.7
377,7.6,17.7,,Rounded,8.7
421,4.5,7.8,Black,Rounded,11.8
434,5.4,8.8,White,Pointed,10.2
307,7.5,11.3,Dark Brown,Broad,9.4
271,2.2,12.9,White,Broad,9.9
477,8.3,12.1,,Broad,8.8
251,7.4,15.6,Blond,Rounded,5.5
490,2.7,12.7,Black,Pointed,10.7
400,3.6,10.6,Light Brown,Broad,10.3
498,1.8,8.3,Black,Broad,6.1
315,3.2,17.6,Dark Brown,Broad,8.8
348,2.7,9.4,Black,Broad,11.4
394,9.5,12,Dark Brown,Rounded,6.6
389,2.6,7.1,Black,Rounded,8.6
422,4,11.8,Blond,Broad,9.4
283,1.3,7.2,White,Broad,10.1
411,1.1,16.5,White,Pointed,10
475,8.7,11.4,Cinnamon,Broad,10.7
405,3.9,8.2,Light Brown,Broad,8.2
373,9.2,17.8,Dark Brown,Rounded,9.9
277,4.9,8.9,Blond,Rounded,10.1
450,1.6,16.3,Cinnamon,Broad,11.1
423,4.4,12.3,White,Broad,11
221,9.8,18,Black,Rounded,11.5
433,5.1,12.3,Cinnamon,Pointed,11.4
432,8.1,11,Blond,Broad,10.9
446,1.2,11.4,White,Pointed,9
203,8.3,7,Light Brown,Rounded,10.2
374,2.6,10.6,Cinnamon,Rounded,8.9
316,2.7,8.1,Dark Brown,Broad,9.1
231,2.7,13,Light Brown,Broad,9.9
433,3,15.5,Black,Pointed,9.6
328,2.6,11.4,Light Brown,Broad,6
391,1.5,11,Black,Pointed,7.4
446,5.5,16,Cinnamon,Pointed,8.9
428,7.6,12.2,Black,Pointed,11.8
293,6.4,9.6,Blond,Broad,9.8
390,1.9,12,Blond,Pointed,11.1
326,5.2,11.2,Black,Pointed,8.6
491,5.5,9.3,White,Broad,8.8
304,4.5,7.8,White,Pointed,8
248,5.4,8.6,White,Pointed,10.9
386,3.6,13,Light Brown,Broad,12
390,1.4,8.5,White,Pointed,6.6
329,5.8,14.3,Blond,Broad,10
302,1.8,10.7,White,Pointed,10.7
404,2.8,8.7,Blond,Pointed,11.1
341,4.1,17.1,Cinnamon,Broad,11.4
425,6.7,16.2,Black,Broad,8.4
368,2.5,12.5,Cinnamon,Broad,9.4
394,1.9,12.9,White,Broad,6.5
353,7.6,16.9,Light Brown,Broad,6.5
327,4.7,12.3,,Rounded,7.8
348,7.2,10.2,Black,Pointed,10.6
226,6.2,16.6,Dark Brown,Broad,8
441,2.7,7,Black,Pointed,8.4
215,6.6,15.4,Blond,Pointed,7.5
480,4.3,12.6,Black,Broad,8.6
323,2.3,11.1,Light Brown,Broad,11.1
203,6.3,14,Blond,Rounded,5.4
326,1.8,10.2,White,Pointed,8.2
298,7.5,12.6,Light Brown,Rounded,6.1
384,6.1,14.5,Blond,Rounded,8.1
410,3.8,9.7,Black,Pointed,8.6
336,9.2,13.1,Light Brown,Broad,9
437,6.6,11,Cinnamon,Broad,9.7
388,4.3,12.5,Light Brown,Broad,8.3
352,3.5,12.3,White,Pointed,10.2
349,3.6,7.1,White,Broad,10.5
326,6.1,17.2,Light Brown,Rounded,7.7
358,3,11.1,Black,Broad,10.4
415,3.1,7.3,White,Pointed,10.8
469,4.5,15.6,Dark Brown,Broad,8.9
323,8.1,15.3,Blond,Broad,9.6
345,1.9,16.1,Blond,Broad,7.6
452,8.4,9.6,White,Broad,10.4
262,2.9,11.6,White,Pointed,9.6
209,4,14.7,Blond,Broad,6.4
404,5.3,11.9,White,Broad,8.4
492,4.3,10.9,Cinnamon,Broad,9.4
361,7.5,17.5,Dark Brown,Rounded,9.9
309,5.5,9.4,Black,Broad,8
440,5.3,10.2,Black,Broad,9.8
332,2.7,16.7,Black,Pointed,11.3
343,5.3,14.8,Blond,Broad,5.4
395,,14.3,Light Brown,Rounded,10.6
407,2.1,12.4,Dark Brown,Broad,8.7
349,5.5,11.4,White,Broad,5.2
348,4.4,11.6,Blond,Pointed,5.2
290,2.6,14.4,Light Brown,Broad,10.1
319,3.2,7.3,Cinnamon,Pointed,10.4
499,3.1,8,White,Rounded,10.7
362,8.6,11,Cinnamon,Pointed,10
277,3.7,17.5,White,Pointed,9
428,9.1,13.9,White,Broad,11.5
231,5.6,15.4,Light Brown,Rounded,9.8
472,1.5,7.7,White,Broad,7.8
362,7.3,16.7,Dark Brown,Broad,9.1
309,9.5,12.6,Dark Brown,Rounded,9.7
489,4,7.8,Light Brown,Broad,6.5
345,3.3,14.9,Black,Broad,10.4
350,2.5,9.9,Cinnamon,Broad,11.4
496,3.5,16.2,White,Broad,9.7
226,4.5,12.3,Dark Brown,Broad,6.4
400,10,8.3,Blond,Rounded,8.8
342,1.1,12.9,Blond,Rounded,12
331,4.6,11.7,Light Brown,Rounded,9.1
226,4.2,12.6,Cinnamon,Broad,9
324,8.1,17.4,Dark Brown,Rounded,8.2
324,9.3,16.6,Cinnamon,Broad,7
245,6.8,16.9,Light Brown,Broad,9.8
426,9.2,13,Blond,Broad,9.4
319,6.2,13.7,Blond,Broad,10.7
284,4.8,15.9,White,Broad,6.4
345,4.8,12.4,White,Pointed,11.6
347,7.3,13,Dark Brown,Rounded,8.2
481,8.1,8.3,White,Broad,11.1
368,8.5,7.5,Light Brown,Rounded,9.3
361,6.7,16.2,Light Brown,Broad,8.7
399,6,11.2,Dark Brown,Pointed,5.5
267,7.5,11.9,Blond,Rounded,9
394,2.4,7.4,Black,Pointed,10
353,2.4,11,Black,Broad,11.4
249,6.5,13.4,Dark Brown,Rounded,6
416,5.4,13.3,Dark Brown,Broad,6.2
393,8,13.9,Dark Brown,Rounded,11.3
309,7.1,11.7,Dark Brown,Rounded,6.6
336,3.7,12.8,Black,Rounded,9.4
437,2.5,10.3,Black,Broad,8.8
367,5.2,9.2,Cinnamon,Broad,9.6
462,1.8,10.9,Light Brown,Broad,8.7
353,1.5,10.3,Black,Rounded,10.6
426,3.3,10.6,White,Pointed,8.8
395,9.6,11.1,Cinnamon,Rounded,8.4
362,2,9.3,White,Pointed,10
